City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
525,Otanche,CO,2022-01-21 21:32:26,scattered clouds,5.6567,-74.1825,77.18,74,45,2.39
526,Touba,CI,2022-01-21 21:32:26,broken clouds,8.2833,-7.6833,74.34,15,61,3.65
527,Bosanska Kostajnica,HR,2022-01-21 21:32:26,scattered clouds,45.2159,16.5444,31.98,76,36,4.23
528,Akdepe,TM,2022-01-21 21:32:27,clear sky,42.0551,59.3788,19.49,89,8,8.86
529,Carutapera,BR,2022-01-21 21:32:27,light rain,-1.195,-46.02,78.15,84,44,7.18
530,Gol,NO,2022-01-21 21:32:27,overcast clouds,60.7014,8.9457,21.06,94,100,2.77
531,Camabatela,AO,2022-01-21 21:32:28,broken clouds,-8.1881,15.375,60.67,78,54,1.77
532,Iracoubo,GF,2022-01-21 21:32:28,overcast clouds,5.4802,-53.2011,76.44,90,85,9.42
533,Mareeba,AU,2022-01-21 21:32:28,overcast clouds,-17.0,145.4333,74.44,91,100,3.69
534,Juneau,US,2022-01-21 21:32:28,moderate rain,58.3019,-134.4197,39.85,96,100,4.0
535,Chunoyar,RU,2022-01-21 21:32:29,overcast clouds,57.4467,97.3217,-2.79,100,96,2.33
536,Oranjemund,NA,2022-01-21 21:32:29,overcast clouds,-28.55,16.4333,76.5,67,98,2.98
537,Ciudad Bolivar,VE,2022-01-21 21:32:29,overcast clouds,8.1222,-63.5497,85.01,58,100,12.73
538,Pingyin,CN,2022-01-21 21:32:29,light snow,36.2831,116.4453,30.18,88,100,5.28
539,Dingle,PH,2022-01-21 21:32:30,overcast clouds,10.9995,122.6711,73.0,92,86,7.07
540,Marystown,CA,2022-01-21 21:32:30,overcast clouds,47.1666,-55.1483,28.85,100,100,13.13
541,Avera,US,2022-01-21 21:32:30,snow,33.194,-82.5271,35.74,83,100,11.36
542,Mogadishu,SO,2022-01-21 21:32:14,broken clouds,2.0371,45.3438,77.94,77,82,21.12
543,Samarai,PG,2022-01-21 21:32:30,overcast clouds,-10.6167,150.6667,80.51,78,100,6.13
544,Mayuge,UG,2022-01-21 21:32:31,overcast clouds,0.4597,33.4803,68.29,69,100,1.68
545,Vetapalem,IN,2022-01-21 21:32:31,clear sky,15.7833,80.3167,72.93,87,3,5.75
546,Nova Olimpia,BR,2022-01-21 21:33:01,light rain,-14.7972,-57.2881,78.08,84,86,2.91
547,Dukat,RU,2022-01-21 21:33:01,clear sky,62.55,155.55,-28.01,87,4,5.64
548,Yelizovo,RU,2022-01-21 21:33:02,broken clouds,53.1873,158.3805,19.54,73,75,7.0
549,Fort-Shevchenko,KZ,2022-01-21 21:33:02,few clouds,44.5086,50.263,32.16,77,11,13.4
550,Saint-Joseph,RE,2022-01-21 21:33:02,light rain,-21.3667,55.6167,79.18,84,50,15.41
551,Chantada,ES,2022-01-21 21:33:02,clear sky,42.6088,-7.7712,41.41,94,0,3.49
552,Lincoln,US,2022-01-21 21:30:03,clear sky,40.8,-96.667,30.58,35,0,5.01
553,Grindavik,IS,2022-01-21 21:33:03,light intensity drizzle rain,63.8424,-22.4338,41.47,87,75,44.87
554,Garowe,SO,2022-01-21 21:33:03,broken clouds,8.4054,48.4845,66.65,81,75,10.29
555,Mananara,MG,2022-01-21 21:33:03,moderate rain,-16.1667,49.7667,73.35,94,100,5.17
556,Indian Head,US,2022-01-21 21:33:04,overcast clouds,38.6001,-77.1622,26.49,49,100,5.01
557,Alofi,NU,2022-01-21 21:33:04,broken clouds,-19.0595,-169.9187,84.09,74,75,13.8
558,Hof,DE,2022-01-21 21:33:04,snow,50.3167,11.9167,33.46,94,100,11.5
559,Kibaya,TZ,2022-01-21 21:33:04,overcast clouds,-5.3,36.5667,61.36,89,100,0.74
560,Logrono,ES,2022-01-21 21:31:14,clear sky,42.4667,-2.45,36.91,75,0,9.22
561,Poya,NC,2022-01-21 21:33:05,clear sky,-21.35,165.15,83.28,73,6,2.39
562,Along,IN,2022-01-21 21:33:05,broken clouds,28.1667,94.7667,47.35,97,56,1.19
563,Woodland,US,2022-01-21 21:33:05,broken clouds,38.6785,-121.7733,68.27,39,75,14.0
564,Boa Vista,BR,2022-01-21 21:30:36,broken clouds,2.8197,-60.6733,91.38,46,75,12.66
565,Mayo,US,2022-01-21 21:33:05,scattered clouds,38.8876,-76.5119,26.71,53,40,5.99
566,Williams Lake,CA,2022-01-21 21:30:16,broken clouds,52.1415,-122.1445,44.17,69,75,3.44
567,Spring Valley,US,2022-01-21 21:33:06,broken clouds,36.108,-115.245,61.3,31,75,6.91
568,Eyl,SO,2022-01-21 21:33:06,scattered clouds,7.9803,49.8164,75.06,77,38,15.77
569,Fairbanks,US,2022-01-21 21:29:27,broken clouds,64.8378,-147.7164,15.8,78,75,10.36
570,Saint-Francois,FR,2022-01-21 21:33:06,clear sky,46.4154,3.9054,31.68,81,0,4.61
571,Naujoji Akmene,LT,2022-01-21 21:33:07,overcast clouds,56.3167,22.9,27.21,86,91,15.68
572,Tarauaca,BR,2022-01-21 21:33:07,moderate rain,-8.1614,-70.7656,78.64,86,100,1.28
573,Borovo,HR,2022-01-21 21:33:07,clear sky,45.3764,18.9669,32.61,64,0,9.22
574,Liepaja,LV,2022-01-21 21:33:07,overcast clouds,56.5419,21.0367,33.78,64,100,12.66
575,Vila Velha,BR,2022-01-21 21:31:13,few clouds,-20.3297,-40.2925,82.44,81,20,1.01
576,Kathu,TH,2022-01-21 21:33:08,few clouds,7.9178,98.3332,73.22,81,21,8.03
577,Dunedin,NZ,2022-01-21 21:33:08,clear sky,-45.8742,170.5036,59.81,68,4,8.99
578,Mangrol,IN,2022-01-21 21:33:08,clear sky,21.1167,70.1167,73.0,86,0,13.6
579,Mamallapuram,IN,2022-01-21 21:33:09,scattered clouds,12.6264,80.1722,77.05,82,38,5.53
580,Kushmurun,KZ,2022-01-21 21:33:09,overcast clouds,52.4503,64.6311,-7.62,99,98,5.68
581,Isiro,CD,2022-01-21 21:33:09,overcast clouds,2.7739,27.616,64.11,55,87,2.1
582,Taksimo,RU,2022-01-21 21:33:09,broken clouds,56.3444,114.8794,-14.98,93,84,0.78
583,Kalyan,IN,2022-01-21 21:33:10,clear sky,19.25,73.15,73.35,83,0,0.76
584,Sinnamary,GF,2022-01-21 21:33:10,overcast clouds,5.3833,-52.95,76.41,90,92,9.19
585,Nome,US,2022-01-21 21:33:10,light snow,64.5011,-165.4064,23.16,86,100,14.97
586,Mersing,MY,2022-01-21 21:33:10,scattered clouds,2.4312,103.8405,78.71,83,32,9.22
587,Itaituba,BR,2022-01-21 21:33:08,thunderstorm,-4.2761,-55.9836,86.16,70,40,6.91
588,Cockburn Town,TC,2022-01-21 21:33:11,clear sky,21.4612,-71.1419,78.66,78,0,19.66
589,Cordele,US,2022-01-21 21:33:11,overcast clouds,31.9635,-83.7824,45.95,93,100,8.05
590,Koindu,GN,2022-01-21 21:33:11,few clouds,8.4386,-10.3253,69.33,22,12,3.65
591,Carmaux,FR,2022-01-21 21:33:11,clear sky,44.051,2.158,34.07,70,0,2.51
592,Berlevag,NO,2022-01-21 21:29:55,overcast clouds,70.8578,29.0864,21.2,68,100,10.22
593,Sahuaripa,MX,2022-01-21 21:33:12,clear sky,29.05,-109.2333,72.03,28,0,4.07
594,Inirida,CO,2022-01-21 21:33:42,overcast clouds,3.8653,-67.9239,78.01,88,93,1.74
595,Nicolas Bravo,MX,2022-01-21 21:33:42,broken clouds,18.45,-88.9167,81.48,89,56,1.39
596,North Bend,US,2022-01-21 21:33:29,clear sky,43.4065,-124.2243,53.24,90,0,11.5
597,Wodonga,AU,2022-01-21 21:33:43,clear sky,-36.1167,146.8833,70.27,91,0,4.61
598,Khorramshahr,IR,2022-01-21 21:33:43,clear sky,30.4397,48.1664,42.76,61,0,9.22
599,Olinda,BR,2022-01-21 21:30:04,scattered clouds,-8.0089,-34.8553,82.13,69,40,8.05
600,Ruidoso,US,2022-01-21 21:33:43,clear sky,33.3317,-105.673,48.87,39,0,8.05
601,Baykit,RU,2022-01-21 21:33:43,overcast clouds,61.67,96.37,-5.75,100,99,1.32
602,Kieta,PG,2022-01-21 21:33:44,overcast clouds,-6.2167,155.6333,81.3,74,100,2.35
603,Beyneu,KZ,2022-01-21 21:33:44,broken clouds,45.3167,55.2,24.37,81,55,1.25
604,Am Timan,TD,2022-01-21 21:33:44,clear sky,11.0297,20.2827,73.96,23,0,5.93
605,Mutata,CO,2022-01-21 21:33:44,overcast clouds,7.2441,-76.4356,80.58,92,91,1.12
606,Chernogorsk,RU,2022-01-21 21:33:45,mist,53.8236,91.2842,-11.63,77,75,0.0
607,Gurupi,BR,2022-01-21 21:32:16,scattered clouds,-11.7292,-49.0686,75.56,85,40,5.53
608,Ormara,PK,2022-01-21 21:33:45,clear sky,25.2088,64.6357,62.38,34,0,35.3
609,Kitui,KE,2022-01-21 21:33:45,overcast clouds,-1.367,38.0106,68.61,59,100,5.84
610,Roros,NO,2022-01-21 21:33:45,overcast clouds,62.5747,11.3842,26.44,100,100,4.61
611,Shelburne,CA,2022-01-21 21:30:25,overcast clouds,44.0787,-80.2041,12.76,71,88,4.09
612,Manuk Mangkaw,PH,2022-01-21 21:33:46,overcast clouds,4.8,119.85,78.71,82,100,3.58
613,Maneadero,MX,2022-01-21 21:33:46,clear sky,31.7167,-116.5667,68.18,76,0,4.0
614,Trincomalee,LK,2022-01-21 21:33:46,broken clouds,8.5711,81.2335,72.81,73,73,5.06
615,Payo,ID,2022-01-21 21:33:46,overcast clouds,-3.7508,103.6372,72.75,99,100,0.07
616,Ashland,US,2022-01-21 21:29:21,overcast clouds,40.8167,-82.2665,21.27,67,100,6.82
617,Port-Cartier,CA,2022-01-21 21:33:47,scattered clouds,50.0334,-66.8654,-0.18,88,30,6.89
618,Sfantu Gheorghe,RO,2022-01-21 21:32:48,light snow,45.8667,25.7833,22.93,93,95,7.38
619,Bend,US,2022-01-21 21:29:06,clear sky,44.0582,-121.3153,49.48,50,0,3.0
620,Dabrowa Tarnowska,PL,2022-01-21 21:33:47,overcast clouds,50.1746,20.9863,31.32,79,99,15.73
621,Aqtobe,KZ,2022-01-21 21:32:59,clear sky,50.2797,57.2072,1.49,78,0,6.71
622,Mayskiy,RU,2022-01-21 21:33:47,snow,47.6931,40.1025,33.44,93,100,7.14
623,Cascais,PT,2022-01-21 21:33:48,clear sky,38.6979,-9.4215,54.55,54,0,7.0
624,Bereda,ES,2022-01-21 21:33:48,clear sky,43.2686,-7.5406,45.91,77,4,8.84
625,Murgab,TM,2022-01-21 21:33:48,overcast clouds,37.4966,61.9714,35.47,80,100,11.5
626,Diamantino,BR,2022-01-21 21:33:48,heavy intensity rain,-14.4086,-56.4461,73.81,92,100,2.13
627,Mokhsogollokh,RU,2022-01-21 21:33:49,overcast clouds,61.4681,128.9203,-11.88,100,100,1.77
628,Knysna,ZA,2022-01-21 21:33:49,clear sky,-34.0363,23.0471,71.98,94,8,5.28
629,Sotouboua,TG,2022-01-21 21:33:49,clear sky,8.5667,0.9833,75.24,23,1,3.8
630,Harnosand,SE,2022-01-21 21:33:49,clear sky,62.6323,17.9379,21.99,70,3,9.75
631,Maumere,ID,2022-01-21 21:33:50,overcast clouds,-8.6199,122.2111,78.82,82,100,5.95
632,Paita,PE,2022-01-21 21:33:50,scattered clouds,-5.0892,-81.1144,81.16,72,46,17.31
633,Pangkalanbuun,ID,2022-01-21 21:33:50,overcast clouds,-2.6833,111.6167,72.36,98,96,2.19
634,Flinders,AU,2022-01-21 21:33:50,overcast clouds,-34.5833,150.8552,67.37,86,95,4.0
635,Coxim,BR,2022-01-21 21:33:51,heavy intensity rain,-18.5067,-54.76,83.43,62,78,1.32
636,North Platte,US,2022-01-21 21:33:51,light snow,41.1239,-100.7654,38.98,69,100,5.75
637,Bar-Le-Duc,FR,2022-01-21 21:33:51,overcast clouds,48.75,5.1667,36.95,93,88,4.38
638,San Jose,US,2022-01-21 21:33:51,broken clouds,37.3394,-121.895,69.17,32,75,4.0
639,Santa Cruz,BO,2022-01-21 21:33:52,scattered clouds,-17.8,-63.1667,85.46,61,40,16.11
640,Magadan,RU,2022-01-21 21:33:52,overcast clouds,59.5667,150.8,-4.29,75,100,4.18
641,Kolokani,ML,2022-01-21 21:33:52,broken clouds,13.5728,-8.0339,68.54,18,60,9.35
642,Bolkhov,RU,2022-01-21 21:33:52,snow,53.4433,36.0044,25.63,95,100,11.9
643,Derzhavinsk,KZ,2022-01-21 21:34:23,overcast clouds,51.1,66.3167,2.08,97,99,6.42
644,Camapua,BR,2022-01-21 21:34:23,overcast clouds,-19.5314,-54.0439,82.42,62,86,3.29
645,Jumilla,ES,2022-01-21 21:34:23,broken clouds,38.4792,-1.325,45.82,87,72,2.57
646,Strezhevoy,RU,2022-01-21 21:34:23,overcast clouds,60.7333,77.5889,12.18,89,100,9.17
647,Imbituba,BR,2022-01-21 21:34:24,clear sky,-28.24,-48.6703,84.09,80,1,16.6
648,Soyo,AO,2022-01-21 21:34:24,overcast clouds,-6.1349,12.3689,77.59,80,91,9.48
649,Muravlenko,RU,2022-01-21 21:34:24,broken clouds,63.7898,74.523,1.42,99,72,8.97
650,Srednekolymsk,RU,2022-01-21 21:34:24,broken clouds,67.45,153.6833,-44.64,99,79,6.04
651,San Felipe,VE,2022-01-21 21:34:25,broken clouds,10.3399,-68.7425,76.98,73,70,8.9
652,Den Helder,NL,2022-01-21 21:34:25,broken clouds,52.9599,4.7593,44.98,84,75,10.0
653,Belyy Yar,RU,2022-01-21 21:34:25,mist,53.6039,91.3903,-11.31,77,75,0.0
654,Chipinge,ZW,2022-01-21 21:34:25,few clouds,-20.1883,32.6236,58.21,92,23,4.65
655,Muros,ES,2022-01-21 21:34:26,clear sky,42.7762,-9.0603,48.09,61,0,12.55
656,Toora-Khem,RU,2022-01-21 21:34:26,overcast clouds,52.4675,96.11,6.69,98,100,1.5
657,Gulf Gate Estates,US,2022-01-21 21:34:26,few clouds,27.2517,-82.5147,79.14,62,20,8.01
658,Meulaboh,ID,2022-01-21 21:34:26,scattered clouds,4.1363,96.1285,74.32,89,42,4.97
659,Nchelenge,ZM,2022-01-21 21:34:27,moderate rain,-9.3451,28.734,68.9,87,91,1.88
660,Tevaitoa,PF,2022-01-21 21:34:27,moderate rain,-16.7833,-151.5,80.37,74,100,14.67
661,Taltal,CL,2022-01-21 21:34:27,scattered clouds,-25.4,-70.4833,69.46,71,36,7.74
662,Kalmar,SE,2022-01-21 21:34:27,clear sky,56.6616,16.3616,29.97,71,0,9.22
663,Hobyo,SO,2022-01-21 21:34:28,overcast clouds,5.3505,48.5268,79.05,63,87,20.8
664,Deder,ET,2022-01-21 21:34:28,scattered clouds,9.3167,41.45,53.1,69,34,6.44
665,Big Rapids,US,2022-01-21 21:34:28,clear sky,43.6981,-85.4837,22.75,59,0,8.05
666,Haverfordwest,GB,2022-01-21 21:34:28,scattered clouds,51.8017,-4.9691,43.16,80,33,1.01
667,Ola,RU,2022-01-21 21:34:29,overcast clouds,59.5833,151.2833,-5.21,82,100,4.52
668,Jacareacanga,BR,2022-01-21 21:34:29,overcast clouds,-6.2222,-57.7528,78.33,85,98,2.89
669,Bukama,CD,2022-01-21 21:34:29,light rain,-9.2,25.85,69.75,97,100,0.58
670,Tapa,EE,2022-01-21 21:34:29,light snow,59.2606,25.9586,27.9,95,99,11.3
671,Tyup,KG,2022-01-21 21:34:30,clear sky,42.7276,78.3648,14.0,75,10,4.99
672,Krasnovishersk,RU,2022-01-21 21:34:30,overcast clouds,60.4078,57.082,10.87,97,100,5.32
673,Makat,KZ,2022-01-21 21:34:30,overcast clouds,47.6469,53.3463,23.0,87,100,7.96
674,Labytnangi,RU,2022-01-21 21:34:30,overcast clouds,66.6572,66.4183,4.5,96,99,6.96
675,Praxedis Guerrero,MX,2022-01-21 21:34:31,clear sky,31.3667,-106.0167,54.28,29,2,6.78
676,Slave Lake,CA,2022-01-21 21:34:31,overcast clouds,55.2834,-114.769,10.38,79,100,3.44
677,Malinovskiy,RU,2022-01-21 21:34:31,broken clouds,61.1953,62.8397,3.87,97,63,3.96
678,Presidencia Roque Saenz Pena,AR,2022-01-21 21:34:31,broken clouds,-26.7852,-60.4388,99.54,28,78,12.44
679,Upington,ZA,2022-01-21 21:30:36,overcast clouds,-28.4478,21.2561,79.18,53,94,9.22
680,Hirara,JP,2022-01-21 21:34:32,overcast clouds,24.8,125.2833,67.42,70,100,18.12
681,Acapulco,MX,2022-01-21 21:34:32,scattered clouds,16.8634,-99.8901,84.02,70,40,6.91
682,Machali,CL,2022-01-21 21:30:56,clear sky,-34.1833,-70.6667,83.48,23,0,10.36
683,Vanimo,PG,2022-01-21 21:34:32,moderate rain,-2.6741,141.3028,77.07,92,100,4.16
684,Krasnoselkup,RU,2022-01-21 21:34:33,broken clouds,65.7,82.4667,2.17,98,76,10.36
